id,episode,scene,characters,dialogue
788,4,133,"Miki Koishikawa","Ah, perdona"
789,4,134,"Miki Koishikawa","Para que estaría esperando a Yuu a la puerta del colegio"
790,4,135,"Miki Koishikawa","Oye muchas gracias de verdad me has hecho un gran favor te debo una, bueno hasta la próxima, adiós"
791,4,135,"Arimi Suzuki","Espera, ya que me has traído hasta aquí a la puerta podría ser un poquito más educada no te parece"
792,4,135,"Arimi Suzuki","Por lo menos tomemos un helado juntas, me gustaría hablar contigo"
793,4,135,"Arimi Suzuki","Es lo mínimo que puedes hacer, ¿no?"
794,4,136,"Arimi Suzuki","Wow, me voy a poner las botas"
795,4,136,"Arimi Suzuki","Que buena pinta tiene"
796,4,136,"Arimi Suzuki","Dime una cosa, conocías a ese chico, y porque intentabas esconderte de él"
797,4,136,"Miki Koishikawa","Lo que pasa que hemos discutido y no me apetecía hablar con él"
798,4,136,"Miki Koishikawa","Ah, por cierto, siento haber estropeado tu cita con Yuu"
799,4,136,"Arimi Suzuki","No pasa nada, no había quedado con él"
800,4,136,"Arimi Suzuki","He ido por mi cuenta porque él no quiere verme"
801,4,136,"Arimi Suzuki","Así que ya ves no eres la única a la que le persigue"
802,4,136,"Miki Koishikawa","Arimi, ¿es que quieres volver a salir con él?"
803,4,136,"Arimi Suzuki","¿Por qué lo dices?"
804,4,136,"Arimi Suzuki","¿Acaso te ha dicho algo de mí?"
805,4,136,"Miki Koishikawa","No, solo que eras su exnovia"
806,4,136,"Arimi Suzuki","¿Eso es todo?"
807,4,136,"Arimi Suzuki",Entiendo
808,4,136,"Arimi Suzuki","No cambia, así es Yuu, no le gusta hablar de sí mismo, con nadie"
809,4,137,"Miki Koishikawa","Es verdad, veo que le conoces muy bien"
810,4,138,"Arimi Suzuki","Creo que lo justo es que sepas toda la historia"
811,4,138,"Arimi Suzuki","Yuu y yo íbamos al mismo colegio, pero no a la misma clase, nunca había hablado con él hasta que participó en el campeonato deportivo de la escuela"
812,4,138,"Arimi Suzuki","Por supuesto todas las chicas sabíamos quién era y cómo se llamaba ya sabes, llamaba mucho la atención"
813,4,138,"Arimi Suzuki","Pero a mí no me gustaba porque ya tenía entonces muchos ligues"
814,4,138,"Arimi Suzuki","Sin embargo, cuando hable con él por primera vez, empezó a gustarme, nunca había conocí Un chico tan encantador como él "
815,4,138,"Arimi Suzuki","Así que me dije, tengo que conseguí este chico y entonces me declaré"
816,4,139,"Yuu Matsuura","No te faltan chicos Arimi, no quiero salir contigo, lo siento"
817,4,139,"Arimi Suzuki","A mí quién me gusta eres tú"
818,4,139,"Yuu Matsuura","No digas eso "
819,4,139,"Yuu Matsuura","De momento no tengo ganas de empezar una relación seria"
820,4,139,"Arimi Suzuki","Siempre dices eso, cada vez que se te declara una chica y la rechazas con esa frase"
821,4,139,"Arimi Suzuki","Lo sé de muy buena pinta"
822,4,139,"Arimi Suzuki","Tengo confidentes"
823,4,139,"Arimi Suzuki","Estoy segura de que tú y yo podríamos congeniar "
824,4,139,"Arimi Suzuki","Dame tres meses, sal conmigo durante tres meses"
825,4,139,"Arimi Suzuki","Si después de ese tiempo sigo sin interesarte puedes dejarme y no te volveré a decir nada, ¿de acuerdo?"
826,4,139,"Arimi Suzuki","Dame una oportunidad por favor solo serán tres meses es la única cosa que te pido"
827,4,139,"Yuu Matsuura","Menudo carácter nunca había conocido una chica así de acuerdo, me rindo"
828,4,140,"Arimi Suzuki","Y pasaron los tres meses"
829,4,141,"Arimi Suzuki","Para mí fue como un sueño salíamos juntos hablábamos por teléfono bromeábamos creo que él también se lo paso bien"
830,4,141,"Arimi Suzuki","Al menos eso parecía"
831,4,141,"Arimi Suzuki","Sin embargo"
832,4,142,"Yuu Matsuura","He disfrutado mucho durante estos tres meses"
833,4,142,"Yuu Matsuura","Eres una chica fantástica, pero creo que solo te quiero como amiga, lo siento"
834,4,142,"Arimi Suzuki","Eres odioso, nunca has querido, ni querrás a nadie"
835,4,142,"Yuu Matsuura","Puede que sea cierto"
836,4,143,"Arimi Suzuki","Fueron unos días horribles no podía hacer nada para qué cambiará de opinión"
837,4,143,"Arimi Suzuki","No tuve más remedio que dejarle marchar, pero es que es imposible "
838,4,143,"Arimi Suzuki","No hay otro como él y aunque lo he intentado no he podido quitármelo de la cabeza"
839,4,143,"Arimi Suzuki","Y el otro día nos encontramos en el parque de atracciones"
840,4,143,"Arimi Suzuki","Esta vez no le puedo dejarle escapar"
841,4,143,"Arimi Suzuki","Aún sigo enamorada de él"
842,4,143,"Arimi Suzuki","Y tú que, a ti también te gusta eh, verdad que sí, pero no le perderé"
843,4,144,"Miki Koishikawa","Bueno yo no estoy enamorada de Yuu, si he pensado tanto en él es porque vive en mi casa"
844,4,144,"Miki Koishikawa","No siento nada por él, puede que me haya confundido"
845,4,144,"Miki Koishikawa","Y aquel beso que me dio, me gusto tanto"
846,4,144,"Miki Koishikawa","Pero no es amor"
847,4,144,"Miki Koishikawa","No le quiero"
848,4,145,"Miki Koishikawa",Ginta
849,4,145,"Miki Koishikawa","Apártate de mi camino, quiero entrar en mi casa"
850,4,145,"Ginta Suou","No quiero"
851,4,145,"Miki Koishikawa","¿Qué narices quieres?"
852,4,145,"Ginta Suou","¡Hablar contigo!"
853,4,145,"Miki Koishikawa","Bien de acuerdo, si quieres decirme algo hazlo ya y rápido"
854,4,145,"Ginta Suou","Pero bueno no te enfades"
855,4,145,"Miki Koishikawa","Cómo que no me enfade"
856,4,145,"Miki Koishikawa","Tú y yo solo somos amigos"
857,4,145,"Miki Koishikawa","Acuérdate, no quisiste saber nada de mi"
858,4,145,"Miki Koishikawa","Bueno antes me gustabas, pero fuiste tú el que me dejó"
859,4,145,"Miki Koishikawa","Ahora solo pienso en ti como en un amigo, ya no me gustas, y no quiero que me sigas nunca más, ¿entiendes? "
860,4,145,"Miki Koishikawa","¿Se puede saber por qué cortaste de esa manera?"
861,4,145,"Ginta Suou","¿Por qué?"
862,4,145,"Miki Koishikawa","Es que pensaba que eras sincero conmigo, pero me engañaste ya me enteré de que fuiste enseñando a todos tus amigos la carta de amor que te escribí"
863,4,145,"Miki Koishikawa","Eres un maldito mentiroso"
864,4,145,"Ginta Suou","No es verdad, no fui el único responsable"
865,4,145,"Ginta Suou","Deja de ser tan orgullosa y reconoce de una vez que la culpa también fue tuya"
866,4,145,"Miki Koishikawa","¿Culpa mía?, ¿por qué?"
867,4,145,"Ginta Suou","A ver dónde pusiste aquella carta eh"
868,4,145,"Miki Koishikawa","Pues la metí dentro de una revista que tenías dentro de tu mochila"
869,4,145,"Ginta Suou","Que sepas que la dichosa revista no era mía"
870,4,146,"Ginta Suou","Aquel día después de clase"
871,4,146,"Ginta's friend","Oye Ginta dónde está mi revista"
872,4,146,"Ginta Suou","Ah perdona, la tengo en mi mochila"
873,4,146,"Ginta's friends","Chicos mirad, una carta de amor, de Miki a Ginta"
874,4,146,"Ginta Suou","Todos se pusieron a leer la carta"
875,4,147,"Miki Koishikawa","¿De verás?"
876,4,147,"Ginta Suou","Yo quería leerla cuando estuviese solo, era la primera vez que me escribías y me hacía mucha ilusión"
877,4,147,"Ginta Suou","Que no había nada entre nosotros que solo éramos amigos, no me negarás eso ahora"
878,4,147,"Ginta Suou","Aquello fue un malentendido, no sé si te dabas cuenta, pero en la clase era muy popular siempre tan simpática tan marchosa inteligente y además de las más guapas"
879,4,147,"Ginta Suou","Todos mis colegas me tenían envidia porque era conmigo con quién estabas ellos, no hacía más que incordiar"
880,4,147,"Ginta Suou","Y preguntar cosas sobre ti yo no quería contarles nada, así que les mentí"
881,4,148,"Ginta's friends","Ginta, no nos dijiste que sentías algo por Miki"
882,4,149,"Ginta Suou","Solo lo dije para que me dejaran en paz"
883,4,149,"Ginta Suou","No tenía ni idea de que estabas escuchando"
884,4,149,"Ginta Suou","Pensé que me habías dejado porque me había portado mal contigo, estaba tan desesperado"
885,4,149,"Ginta Suou","Que me rape el pelo"
886,4,149,"Ginta Suou","No podía soportar la idea de perderte"
887,4,149,"Ginta Suou","Creía que lo nuestro había acabado para siempre"
888,4,149,"Ginta Suou","Desde entonces no he intentado olvidarte incluso últimamente he podido volver a hablar contigo como antes"
889,4,149,"Ginta Suou","Pero aun así me sigues gustando muchísimo"
890,4,149,"Ginta Suou","y ahora Matsuura se ha interpuesto en mi camino"
891,4,149,"Ginta Suou","Lo siento, pero no puedo perderte otra vez no pienso dejar el camino libre a ese niñato"
892,5,150,"Yuu Matsuura","Este lugar será solo para nosotros"
893,5,150,"Miki Koishikawa","Yuu, como conociste un sitio tan hermoso"
894,5,151,"Ginta Suou","Jamás permitiré que seas suya, no dejaré de luchar"
895,5,152,"Miki Koishikawa","Nunca pude imaginar que Ginta fuera a decir eso"
896,5,153,"Ginta Suou","¿Dime quieres a Matsuura?, es que yo ya no cuento nada"
897,5,153,"Ginta Suou","¿Es demasiado tarde?"
898,5,153,"Miki Koishikawa","Ginta, ¡me duele!"
899,5,153,"Ginta Suou",¡Respóndeme!
900,5,153,"Yuu Matsuura","Eh, no grites tanto"
901,5,153,"Yuu Matsuura","Os está oyendo todo el vecindario, vaya vergüenza"
902,5,153,"Yuu Matsuura","Yo que vosotros intentaría ser un poco más discreto"
903,5,153,"Ginta Suou",¡Miki!
904,5,154,"Yuu Matsuura","Ahora lo entiendo"
905,5,154,"Yuu Matsuura","Por cómo te portas no parece que en realidad hubieses querido rechazar a Miki"
906,5,154,"Yuu Matsuura","Así que si lo hiciste no fue porque no te gustase"
907,5,154,"Yuu Matsuura","Sino porque ella no le gustaban tus amigos"
908,5,154,"Yuu Matsuura","Vaya, que inteligente"
909,5,155,"Ginta Suou","Maldito sea, ¿nos ha estado espiando para poder aparecer en el momento adecuado?"
910,5,156,"Ginta Suou","Eh, Matsuura, ¡escucha!"
911,5,156,"Ginta Suou","Eres un chulo y me pones enfermo"
912,5,156,"Yuu Matsuura","Pues quieres que te diga una cosa, a mí tu no"
913,5,156,"Yuu Matsuura","De hecho te ignoro totalmente"
914,5,156,"Ginta Suou","Espera un momento"
915,5,156,"Ginta Suou","Qué, pero quién te has creído que eres a dónde vas, esa es la casa de Miki"
916,5,156,"Yuu Matsuura","Si, eso es cierto, pero también es mi casa"
917,5,156,"Ginta Suou","Eso es imposible"
918,5,156,"Yuu Matsuura","Son cosas de familia mejor dichas cosas de nuestros padres"
919,5,156,"Yuu Matsuura","Pero no te preocupes no vivimos los dos solos "
920,5,156,"Ginta Suou","¿Es eso cierto Miki?"
921,5,156,"Yuu Matsuura","Ya te he dicho que no grites"
922,5,156,"Ginta Suou",¡Respondeme!
923,5,156,"Yuu Matsuura","Por favor, deja de hacer el ridículo, ya te contará ella los detalles otro día si es que le apetece"
924,5,156,"Yuu Matsuura","Así que déjala en paz por hoy ¿vale?"
925,5,157,"Ginta Suou",MIERDA
926,5,158,"Miki Koishikawa","Dios mío"
927,5,158,"Miki Koishikawa","Que es lo que voy a hacer"
928,5,159,"Miki Koishikawa","Es que ya te has bañado"
929,5,159,"Miki Koishikawa","Que rápido"
930,5,159,"Yuu Matsuura","Pues sí"
931,5,159,"Yuu Matsuura","¿Es que querías bañarte conmigo?"
932,5,159,"Miki Koishikawa",¡Idiota!
933,5,160,"Miki Koishikawa","Yuu, no ha dicho nada de lo de antes"
934,5,160,"Miki Koishikawa","Me preguntó si realmente le da igual"
935,5,161,"Miki's friend","¡Buenos días Miki!"
936,5,161,"Miki Koishikawa","Hola a todos"
937,5,161,"Miki Koishikawa","¿Oíd chicas visteis anoche estadio musical?"
938,5,161,"Miki's friend","Si salió la nueva canción de ella salgo aquí la habéis salido, pues claro que sí para mí es la mejor calidad"
939,5,162,"Miki Koishikawa","¿Qué voy a hacer?, no puedo mirar a Ginta a la cara"
940,5,162,"Meiko Akizuki","¿Y entonces qué?"
941,5,162,"Miki Koishikawa","No lo sé"
942,5,162,"Meiko Akizuki","Pues algo tendrás que hacer"
943,5,162,"Miki Koishikawa","Es que siempre me ha gustado Ginta, pero solo como amigo"
944,5,162,"Miki Koishikawa","No como posible novio, el mismo quiso que fuera así ahora de repente quiere que le tenga en cuenta"
945,5,162,"Meiko Akizuki","Y claro tú ahora tienes muy en cuenta a Ginta"
946,5,162,"Meiko Akizuki","Miki te estás enamorando ¿no es cierto?"
947,5,162,"Miki Koishikawa","Que va para nada"
948,5,162,"Meiko Akizuki","¿Estás segura?"
949,5,162,"Miki Koishikawa","No lo sé, podria"
950,5,162,"Miki Koishikawa","Pero Yuu ya tiene novia, una tal Arimi"
951,5,162,"Meiko Akizuki","Y tú querrías que escogiese entre las dos"
952,5,162,"Miki Koishikawa","No, no sé lo que quiero, esto es un lio, ¡no sé lo que me pasa!"
953,5,162,"Meiko Akizuki","Oye Miki, por qué no le pides a Ginta para que te dé algo de tiempo"
954,5,162,"Meiko Akizuki","Así podrás meditarlo y aclararte y decidir a quién quiere de verdad y qué es lo que vas a hacer"
955,5,162,"Miki Koishikawa","A quién quiero de verdad y qué es lo que voy a hacer"
956,5,162,"Meiko Akizuki","¿Qué te parece?"
957,5,162,"Miki Koishikawa","Sí claro eso haré"
958,5,162,"Miki Koishikawa","¡Muchísimas gracias Meiko!"
959,5,163,"Miki Koishikawa","Oye Ginta quisiera hablarte sobre lo de ayer"
960,5,163,"Ginta Suou","¿Qué quieres decirme?"
961,5,163,"Miki Koishikawa","Todo paso tan deprisa que no supe que hacer"
962,5,163,"Miki Koishikawa","Tenia la cabeza hecha un lio"
963,5,163,"Miki Koishikawa","Deja que me lo piense durante un tiempo"
964,5,163,"Miki Koishikawa","No hasta que me decida vamos a seguir como estábamos"
965,5,163,"Miki Koishikawa","¿Te parece bien?"
966,5,163,"Ginta Suou","Muy bien esperaré"
967,5,163,"Miki Koishikawa","Gracias Ginta"
968,5,163,"Miki Koishikawa","Bueno esto, ¡hasta luego!"
969,5,164,"Meiko Akizuki","No tienes que sufrir tanto, pasara lo que tenga que pasar"
970,5,164,"Miki Koishikawa","Si, pero tengo que pensarlo muy cuidadosamente"
971,5,164,"Miki Koishikawa","¿Cuál de los dos me gusta más?"
972,5,164,"Miki Koishikawa","¿Ginta o Yuu?"
973,5,164,"Miki Koishikawa","Me parece que elija lo que elija seguro te voy a meter la pata"
974,5,164,"Meiko Akizuki","Anda dime, ¿cuál de los dos besos te gustó más?"
975,5,164,"Meiko Akizuki","¿El beso de Yuu en la enfermería?"
976,5,164,"Meiko Akizuki","¿O el beso de Ginta en clase?"
977,5,164,"Miki Koishikawa","Oye, No digas tonterías, a mí no me gusto ninguno, los dos ignoraron como me sentía"
978,5,164,"Meiko Akizuki","No te pongas así mujer"
979,5,164,"Miki Koishikawa","¡Es que a veces!"
980,5,165,"Yuu Matsuura","Oye Miki, porque estás siempre gritando"
981,5,165,"Miki Koishikawa",¡Yuu!
982,5,165,"Meiko Akizuki","¡Si es Matsuura!"
983,5,165,"Miki Koishikawa","¿Es aquí dónde trabajas por las tardes?"
984,5,165,"Yuu Matsuura","Sí, avisadme, si pensáis pasaros por aquí puedo haceros un buen descuento"
985,5,166,"Yuu Matsuura","Eh jefe, salga traigo a dos chicas"
986,5,166,"Takuji Kijima","Vamos Yuu, te he dicho que las llames clientas, ya te he dicho que hay que guardar ciertas normas"
987,5,166,"Miki Koishikawa","Buenas tardes"
988,5,166,"Meiko Akizuki","Buenas tardes"
989,5,166,"Yuu Matsuura","Eh no se pase jefe, esta es Miki Koishikawa la que vive conmigo y la otra es una compañera Meiko Akizuki"
990,5,166,"Takuji Kijima","¿Tú eres Miki?, Yuu me ha hablado mucho de ti"
991,5,166,"Miki Koishikawa","¿De verdad?"
992,5,167,"Miki Koishikawa","¿Sus fans? No solo es popular dentro del instituto, sino también fuera de él"
993,5,168,"Takuji Kijima","Venga Yuu, no te quedes ahí parado y prepara dos tazas de café"
994,5,168,"Yuu Matsuura",Marchando
995,5,168,"Takuji Kijima","No sé si os gustará lo que tenemos, pero mirad cuando queráis"
996,5,168,"Miki Koishikawa",Gracias
997,5,168,"Miki Koishikawa","Seguro que a ti que pareces más mayor te sienta muy bien vamos"
998,5,168,"Meiko Akizuki","¿Tú crees?"
999,5,168,"Yuu Matsuura",Señoritas
1000,5,168,"Yuu Matsuura","El café está servido"
1001,5,168,"Miki Koishikawa","Qué rico"
1002,5,168,"Meiko Akizuki","Qué rico"
1003,5,168,"Takuji Kijima","Yo fui quien le enseño a hacer el mejor café de esta ciudad"
1004,5,168,"Yuu Matsuura","Si ahora le he superado no crees señor Kijima"
1005,5,168,"Takuji Kijima","Bueno reconozco que es verdad"
1006,5,168,"Yuu Matsuura","Ahora que me acuerdo"
1007,5,168,"Yuu Matsuura","¿Vosotras tenéis uno de estos?"
1008,5,168,"Miki Koishikawa","El medallón"
1009,5,168,"Yuu Matsuura","Me lo dio al llegar esta mañana el señor Namura"
1010,5,168,"Miki Koishikawa","Lo tenemos todos los estudiantes de nuestro instituto, nos lo dan cuando ingresamos"
1011,5,168,"Miki Koishikawa","Es como una especie de talismán ¿verdad Meiko?"
1012,5,168,"Meiko Akizuki",Si
1013,5,168,"Yuu Matsuura","¿Que os hace tanta gracia?"
1014,5,168,"Miki Koishikawa","Veras, existe una historia muy famosa, se llama la leyenda del medallón"
1015,5,168,"Miki Koishikawa","La foto de la persona que te gusta y si los novios se los intercambian terminan casándose"
1016,5,168,"Yuu Matsuura","Ya, una tontería de esas"
1017,5,168,"Miki Koishikawa","¿Te parece una tontería?, pues la mayoría de los estudiantes sí que lo creen y ponen en ellos las fotos de las personas que les gusta y se los intercambian en la ceremonia de graduación"
1018,5,168,"Yuu Matsuura","Eso es un cuento chino"
1019,5,168,"Yuu Matsuura","Como esa chorrada de los árboles que hacen que las parejas que se prometan bajo ellos sean felices o infelices"
1020,5,168,"Takuji Kijima","Haces mal chaval, no deberías despreciarlo"
1021,5,168,"Takuji Kijima","Esto me trae tantos recuerdos"
1022,5,168,"Yuu Matsuura","¿Pero jefe es que usted?"
1023,5,168,"Miki Koishikawa","¡Se ha graduado en Toryo!"
1024,5,168,"Takuji Kijima","No os sorprendáis tanto coleguitas, hasta yo he ido al instituto"
1025,5,168,"Meiko Akizuki","Señor, ha dicho que no debería despreciar este medallón ¿que quería decir?"
1026,5,168,"Takuji Kijima","Me refería la historia de una chica a la que conocí una vez, ¿Quereis oirla?"
1027,5,169,"Takuji Kijima","Pues la muchacha había puesto en su medallón la foto del chico que le gustaba"
1028,5,169,"Takuji Kijima","Y siempre lo llevaba encima"
1029,5,169,"Takuji Kijima","Pero era muy tímida así que nunca se atrevió a hablarle y confesarle su amor"
1030,5,169,"Takuji Kijima","Entonces un día se enteró de que ese chico se iba a ir porque su familia se mudaba a otro país"
1031,5,169,"Takuji Kijima","Así que ella metió el medallón en la bolsa de ese chico"
1032,5,169,"Takuji Kijima","Era tan tímida, no le puso su nombre, por tanto, el chaval se fue al extranjero y nadie volvió a saber nada de él"
1033,5,170,"Miki Koishikawa","Entonces qué pasó ¿que ocurrió con la chica?"
1034,5,170,"Takuji Kijima","Tranqui niña, no seas impaciente"
1035,5,171,"Takuji Kijima","A pesar de todo ella, seguía queriendo le así que fue rechazando todas proposiciones que le hicieron"
1036,5,171,"Takuji Kijima","Diez años después se había convertido en guía turística y se trasladó a Nueva York"
1037,5,171,"Takuji Kijima","Y resulto que el muchacho se fue a vivir justo ahí"
1038,5,171,"Takuji Kijima","La verdad es que fue un verdadero milagro que se encontrasen"
1039,5,171,"Takuji Kijima","A ese chico le había emocionado tanto encontrar el medallón que lo había guardado como talismán durante todo ese tiempo"
1040,5,172,"Miki Koishikawa","Vaya historia"
1041,5,172,"Meiko Akizuki","Qué romántica"
1042,5,172,"Yuu Matsuura","¿Pero es cierta? A mí me parece demasiado bonita"
1043,5,172,"Takuji Kijima","Vaya usted a saber"
1044,5,173,"Yuu Matsuura","Cómo que vaya usted a saber"
1045,5,173,"Miki Koishikawa","Qué tierno"
1046,5,173,"Meiko Akizuki",Mirad
1047,5,173,"Miki Koishikawa","La historia es cierta, le pasó a él"
1048,5,174,"Miki Koishikawa","Algún día yo pondré las fotos del chico que me gusta en este medallón, ¿pero cuál será?"
1049,5,174,"Miki Koishikawa","¿La foto de Yuu?"
1050,5,174,"Miki Koishikawa","¿O la de Ginta?"
1051,5,175,"Miki Koishikawa","Últimamente, Ginta se está entrenando mucho, será porque se acerca el día del partido"
1052,5,175,Student,"Ginta, corre ven, te llama el señor Namura"
1053,5,175,"Ginta Suou","¡Que un compañero se ha roto una pierna!"
1054,5,175,Namura,"No parece que sea grave, pero no podrá jugar el partido de la semana que viene"
1055,5,175,Namura,"Quería que fuese la pareja de dobles de Ginta, pero nada no va a poder ser"
1056,5,175,Student,"No tenemos a nadie más en el equipo del nivel de Ginta"
1057,5,175,Student,"Los chicos parecen tener problemas"
1058,5,175,Student,"He oído que se ha roto una pierna"
1059,5,175,"Miki Koishikawa","Pobre Ginta se estaba entrenando"
1060,5,176,"Miki Koishikawa","¡Nachan!, creo que Yuu podría jugar"
1061,5,176,Namura,"¿Quién? ¿Matsuura?"
1062,5,176,"Miki Koishikawa","Me dijo que había estado en el club de tenis en secundaria"
1063,5,176,"Miki Koishikawa","Voy a traerle"
1064,5,177,"Ginta Suou","¡Yuu Matsuura!"
1065,5,178,"Yuu Matsuura","¿Por qué me has hecho vestir así?"
1066,5,178,"Yuu Matsuura","No pienso a unirme a tu club"
1067,5,178,"Miki Koishikawa","Tú simplemente intenta darle la bola"
1068,5,179,Namura,"¡Atento que va!"
1069,5,179,"Miki Koishikawa","Que bien le ha dado"
1070,5,179,"Ginta Suou","Saber darle no es saber jugar"
1071,5,179,"Miki Koishikawa","¡Le ha ganado a Nachan!"
1072,5,180,"Yuu Matsuura","¿Un partido de dobles?"
1073,5,180,Namura,"Si, se juega todos los años, pero por desgracia el chico que iba a jugar con quinta se ha lesionado"
1074,5,180,"Miki Koishikawa","Yuu, ¿quieres jugar tú eres en su lugar? ¡venga!"
1075,5,180,"Yuu Matsuura","Pero Ginta no me soporta, así que no creo que vaya a querer jugar"
1076,5,180,"Ginta Suou","¿No somos compañeros de clase?"
1077,5,181,Student,"¡Bien dicho Ginta!, ¡mucha suerte!"
1078,5,181,"Ginta Suou","Si, gracias"
1079,5,181,Student,"Estamos seguros de que ganaras"
1080,5,181,"Ginta Suou","Haré lo que pueda"
1081,5,182,"Yuu Matsuura","Me parece que me están ignorando"
1082,5,182,Namura,"Tampoco es para tanto"
1083,5,182,Namura,"Pero si juegas este partido el número de tus fans se multiplicará"
1084,5,183,"Yuu Matsuura","El señor Namura es un profesor nato"
1085,5,183,"Yuu Matsuura","Solo con una sonrisa los alumnos le hacen caso sin discutir, creo que todos le consideran un buen hombre"
1086,5,183,"Miki Koishikawa","Un buen hombre es el profesor más popular de todo el instituto"
1087,5,183,"Yuu Matsuura","Pero por qué narices tengo que jugar yo ese partido, ¡es culpa tuya!"
1088,5,184,"Ginta Suou","Matsuura, ven acá"
1089,5,184,"Ginta Suou","En realidad no quiero jugar contigo"
1090,5,184,"Yuu Matsuura","Ya lo veo"
1091,5,184,"Ginta Suou","Pero no tengo más remedio"
1092,5,184,"Ginta Suou","No puedo perder ese partido no quiero perder contra ese chico"
1093,5,184,"Ginta Suou","Así que jugarás conmigo a pesar de lo mucho que te odio, ya has aceptado así que"
1094,5,185,"Miki Koishikawa","Se me han ido los ojos sin querer"
1095,5,185,"Miki Koishikawa","Lo siento Ginta, sé que te he hecho daño, pero tú fuiste quien me rechazo"
1096,5,185,"Miki Koishikawa","Ya no sé qué hacer"
1097,5,186,"Ginta Suou","Ojalá hace dos años no te hubiera dicho eso, si nuestra relación se hubiera hecho más fuerte"
1098,5,187,"Ginta Suou","Mierda, está bien basta vamos a practicar el"
1099,5,187,Student,"Si buscas a Matsurra se ha ido ya de la cancha"
1100,5,187,"Ginta Suou","Así que ha huido, maldito seas"
1101,5,187,"Ginta Suou","¿Dónde estás Matsuura?"
1102,5,188,"Yuu Matsuura",Nanai
1103,5,188,"Yuu Matsuura","Ni en broma"
1104,5,188,"Yuu Matsuura","Creo que voy a seguir aquí un poco más"
1105,5,188,"Yuu Matsuura","No quiero líos"
1106,5,189,"Meiko Akizuki","Tranquilo, está vacío"
1107,5,189,"Meiko Akizuki","He estado vigilando desde la otra sala y no ha entrado nadie"
1108,5,189,"Meiko Akizuki","Aquí solo estamos nosotros"
1109,5,190,"Yuu Matsuura","Vosotros y un servidor, que entro por la ventana"
1110,5,190,"Yuu Matsuura","Parad chicos, no lo hagáis aquí que os vais a meter en un lío"
1111,5,190,"Yuu Matsuura","Parece que van a estar ahí un rato así que vamos a aprovechar para irme"
1112,5,190,"Yuu Matsuura","¿Meiko y el señor Namura?"
1113,6,191,Namura,"¿Una llamada?"
1114,6,191,Namura,"Volveré enseguida"
1115,6,192,"Meiko Akizuki","¿Quién hay ahí?"
1116,6,192,"Yuu Matsuura","Perdón, no quería espiaros"
1117,6,192,"Yuu Matsuura","Ha sido casualidad"
1118,6,192,"Yuu Matsuura","La próxima vez mira con más atención a ver si hay o no hay nadie"
1119,6,192,"Yuu Matsuura",Adiós
1120,6,192,"Meiko Akizuki",Espera
1121,6,192,"Yuu Matsuura","Por favor no se lo cuentes esto a nadie"
1122,6,192,"Yuu Matsuura","No pensaba"
1123,6,192,"Meiko Akizuki","Si, claro, perdóname, nunca lo dirías"
1124,6,192,"Yuu Matsuura","¿Puedo preguntarte una cosa?"
1125,6,192,"Yuu Matsuura","¿Miki sabe algo?"
1126,6,192,"Meiko Akizuki","No lo sabe"
1127,6,192,"Yuu Matsuura","Ya veo"
1128,6,193,"Meiko Akizuki","Miki, yo"
1129,6,193,"Meiko Akizuki","Me he enterado de que Yuu va a jugar al tenis como pareja de dobles de Ginta, que bien, ¡espero que ganen!"
1130,6,194,Reporter,"Perdonad por la tardanza"
1131,6,194,Reporter,"Las noticias de la hora de la comida"
1132,6,194,Reporter,"Como ya sabéis, todas las semanas os presentamos los mensajes de los distintos clubes deportivos"
1133,6,194,Reporter,"Y el de hoy es de parte de la selección masculina del club de Tenis"
1134,6,194,Reporter,"Mañana van a disputar un partido muy importante"
1135,6,194,Reporter,"Por eso, ahora con todos vosotros tenemos al ídolo de todas de las chicas de este instituto"
1136,6,194,"Yuu Matsuura","Buenas tardes"
1137,6,194,Reporter,"Matsuura, en realidad no eres miembro del club, pero vas a participar en el partido de dobles como sustituto"
1138,6,194,"Yuu Matsuura","Sin comentarios"
1139,6,194,"Yuu Matsuura","De todas maneras, cuanto más público tengamos, mejor jugaremos"
1140,6,194,"Yuu Matsuura","Así que venir a animarnos"
1141,6,194,"Yuu Matsuura","Os esperamos"
1142,6,195,"Miki's friend","Un triángulo amoroso, que pasada"
1143,6,196,"Ginta's friend","Eh, me parece que este se ha muerto"
1144,6,196,"Ginta's friend","Ginta, ¿te encuentras bien?"
1145,6,197,"Miki Koishikawa","Rayos, pero en que estás pensando Yuu"
1146,6,197,"Miki Koishikawa","Todavía no he decidido quién de los dos es el que me gusta de verdad"
1147,6,198,"Miki Koishikawa","¡Cuánta gente ha venido!"
1148,6,198,"Miki Koishikawa","¿Dónde estarán Ginta y Yuu?"
1149,6,198,"Miki Koishikawa","Ahí está"
1150,6,199,"Miki Koishikawa",¡Yuu!
1151,6,199,"Yuu Matsuura",Miki
1152,6,199,"Arimi Suzuki","Buenos días"
1153,6,199,"Miki Koishikawa",Arimi
1154,6,199,"Arimi Suzuki","Oye, muchas gracias por lo del otro día"
1155,6,199,"Yuu Matsuura","Arimi ha venido a animarnos"
1156,6,199,"Miki Koishikawa","Ya veo"
1157,6,199,"Arimi Suzuki","Yuu, ¿cómo te encuentras hoy?"
1158,6,199,"Yuu Matsuura","Más o menos"
1159,6,200,"Miki Koishikawa","Yuu, ¡¿le has contado ella lo del partido?!"
